customerID,gender,Partner,SeniorCitizen,PhoneService,PaymentMethod,MonthlyCharges,Churn
0895-DQHEW,Male,Yes,0,Yes,Electronic check,104.3,Yes
4717-GHADL,Female,No,0,Yes,Mailed check,79.6,No
5501-TVMGM,Male,No,0,Yes,Electronic check,55.25,No
5879-HMFFH,Female,Yes,0,Yes,Bank transfer (automatic),88.05,No
6772-WFQRD,Male,No,0,Yes,Bank transfer (automatic),20.4,No
3810-DVDQQ,Female,Yes,0,Yes,Bank transfer (automatic),117.6,No
6972-SNKKW,Female,No,0,Yes,Mailed check,20,No
3694-GLTJM,Female,No,0,Yes,Credit card (automatic),19.65,No
8550-XSXUQ,Male,Yes,0,Yes,Credit card (automatic),70.55,No
8149-RSOUN,Female,No,0,Yes,Electronic check,93.85,Yes
9055-MOJJJ,Female,Yes,0,Yes,Mailed check,65.8,No
4359-INNWN,Female,No,0,Yes,Credit card (automatic),20.05,No
0585-EGDDA,Male,Yes,0,Yes,Electronic check,80,No
4032-RMHCI,Female,Yes,0,No,Credit card (automatic),35.4,No
0549-CYCQN,Male,No,1,Yes,Bank transfer (automatic),79.6,No
3481-JHUZH,Male,Yes,0,Yes,Electronic check,80.25,No
7250-EQKIY,Female,Yes,0,Yes,Mailed check,50.45,Yes
3594-IVHJZ,Female,No,0,Yes,Mailed check,20.45,No
6869-FGJJC,Male,No,0,Yes,Credit card (automatic),79.6,No
3896-ZVNET,Female,Yes,0,Yes,Mailed check,24.7,No
8205-VSLRB,Male,Yes,0,Yes,Credit card (automatic),77.3,No
5960-MVTUK,Male,No,0,No,Electronic check,29.75,No
6817-WTYHE,Male,No,0,Yes,Bank transfer (automatic),44.9,No
3082-VQXNH,Male,Yes,0,No,Credit card (automatic),29.8,No
4013-UBXWQ,Female,No,0,Yes,Electronic check,74.65,Yes
4931-TRZWN,Female,No,0,Yes,Electronic check,71.95,No
0750-EKNGL,Male,No,0,Yes,Mailed check,20.75,No
7669-LCRSD,Male,Yes,0,Yes,Mailed check,56.3,No
3567-PQTSO,Male,Yes,0,Yes,Electronic check,105.25,No
5519-NPHVG,Female,No,0,Yes,Electronic check,94.2,Yes
8043-PNYSD,Male,Yes,0,Yes,Mailed check,19.55,No
9938-EKRGF,Female,No,0,Yes,Mailed check,84.45,No
2703-AMTUL,Male,Yes,0,Yes,Mailed check,53.65,No
0928-JMXNP,Male,Yes,1,No,Electronic check,29.9,No
8173-RXAYP,Female,Yes,0,Yes,Mailed check,19.7,No
4825-XJGDM,Female,No,0,No,Credit card (automatic),43.7,No
5402-HTOTQ,Male,No,0,Yes,Electronic check,55.3,No
6734-JDTTV,Male,Yes,0,Yes,Credit card (automatic),19.85,No
7850-THJMU,Female,Yes,0,Yes,Credit card (automatic),19.65,No
3890-RTCMS,Male,No,0,Yes,Mailed check,49.45,No
8849-GYOKR,Female,Yes,0,Yes,Bank transfer (automatic),106.55,Yes
3148-BLQJT,Male,No,0,Yes,Mailed check,20.1,Yes
3717-FDJFU,Male,No,0,Yes,Mailed check,20.45,No
3665-JATSN,Female,No,0,No,Electronic check,39.7,No
7966-YOTQW,Male,No,0,Yes,Credit card (automatic),54.5,No
0461-CVKMU,Female,Yes,0,Yes,Electronic check,83.8,Yes
8806-EAGWC,Male,No,0,Yes,Mailed check,55.15,Yes
8853-TZDGH,Female,No,0,Yes,Bank transfer (automatic),111.6,No
7779-LGOVN,Male,Yes,1,Yes,Electronic check,86.65,Yes
4324-BZCKL,Female,Yes,0,Yes,Mailed check,55.55,No
6924-TDGMT,Male,Yes,0,Yes,Mailed check,20.55,No
9710-ZUSHQ,Female,No,1,Yes,Bank transfer (automatic),106.75,Yes
1536-YHDOE,Male,Yes,0,Yes,Mailed check,62.1,No
8123-QBNAZ,Female,Yes,0,Yes,Credit card (automatic),104.5,No
3629-ZNKXA,Male,No,1,Yes,Electronic check,101.8,No
4827-LTQRJ,Female,Yes,1,Yes,Credit card (automatic),110.6,No
7711-YIJWC,Male,Yes,0,Yes,Bank transfer (automatic),84.9,No
5482-VXSXJ,Male,No,0,Yes,Mailed check,93.2,No
7365-BVCJH,Male,No,0,No,Electronic check,24.4,No
9620-ENEJV,Female,No,0,Yes,Credit card (automatic),70.55,No
4183-WCSEP,Male,No,0,Yes,Electronic check,78.45,Yes
2378-YIZKA,Female,Yes,0,Yes,Credit card (automatic),85,No
5498-TXHLF,Female,Yes,0,Yes,Electronic check,87.45,Yes
0689-DSXGL,Female,Yes,0,Yes,Bank transfer (automatic),85.8,No
6818-DJXAA,Female,No,0,Yes,Electronic check,91.1,No
9722-UJOJR,Male,Yes,0,Yes,Electronic check,70.75,Yes
0464-WJTKO,Female,Yes,0,Yes,Bank transfer (automatic),20.1,No
8902-ZEOVF,Male,Yes,0,Yes,Mailed check,20.05,No
6778-EICRF,Male,Yes,0,Yes,Mailed check,74.8,No
2662-NNTDK,Male,No,0,Yes,Credit card (automatic),24.8,No
4132-KALRO,Female,No,0,Yes,Mailed check,100.85,No
3902-FOIGH,Male,Yes,1,Yes,Electronic check,101.35,Yes
6772-KSATR,Male,No,0,Yes,Electronic check,81.7,Yes
7112-OPOTK,Male,No,0,Yes,Electronic check,68.25,Yes
2874-YXVVA,Female,No,0,Yes,Electronic check,105.1,No
1245-HARPS,Female,Yes,0,Yes,Mailed check,20.4,No
4210-QFJMF,Female,No,0,Yes,Electronic check,79.15,Yes
4323-ELYYB,Male,Yes,0,Yes,Mailed check,20,No
4293-ETKAP,Female,Yes,0,Yes,Bank transfer (automatic),79.4,No
6064-PUPMC,Male,Yes,0,Yes,Credit card (automatic),57.2,No
6504-VBLFL,Male,Yes,0,Yes,Electronic check,58.6,No
6322-PJJDJ,Male,Yes,0,Yes,Electronic check,94.8,No
0330-BGYZE,Male,Yes,0,Yes,Bank transfer (automatic),102.5,No
1085-LDWAM,Female,Yes,0,Yes,Credit card (automatic),20.35,No
7586-ZATGZ,Male,No,0,Yes,Electronic check,84.9,No
7197-VOJMM,Male,Yes,0,Yes,Credit card (automatic),69.2,No
3318-OSATS,Male,No,1,Yes,Electronic check,95.45,Yes
5828-AVIPD,Male,Yes,0,Yes,Electronic check,100.95,Yes
1843-TLSGD,Female,Yes,0,Yes,Mailed check,20.85,No
9626-VFRGG,Female,No,0,Yes,Bank transfer (automatic),88.5,No
7075-BNDVQ,Female,No,0,No,Mailed check,35,No
9143-CANJF,Female,Yes,0,Yes,Electronic check,55.15,No
7284-BUYEC,Female,No,0,No,Credit card (automatic),50.95,No
2041-JIJCI,Female,No,0,Yes,Electronic check,64,No
1086-LXKFY,Female,Yes,0,Yes,Mailed check,69.1,Yes
4900-MSOMT,Female,Yes,0,Yes,Bank transfer (automatic),80.2,No
2229-VWQJH,Female,No,0,Yes,Credit card (automatic),49.3,No
9194-GFVOI,Female,Yes,0,Yes,Credit card (automatic),84.35,No
1336-EZFZY,Female,No,0,Yes,Mailed check,20.05,No
4282-MSACW,Male,No,0,Yes,Credit card (automatic),117.2,No
1403-LKLIK,Female,Yes,0,Yes,Mailed check,20.1,No
2636-ALXXZ,Female,No,1,Yes,Electronic check,69.6,Yes
7774-OJSXI,Male,No,0,Yes,Electronic check,103.45,Yes
7786-WBJYI,Female,No,0,Yes,Bank transfer (automatic),77.95,Yes
0136-IFMYD,Male,Yes,1,Yes,Electronic check,109.95,No
5144-TVGLP,Male,No,1,Yes,Electronic check,94.75,No
9643-AVVWI,Female,Yes,0,Yes,Electronic check,80,No
0253-ZTEOB,Female,Yes,0,Yes,Electronic check,79.65,No
2706-QZIHY,Female,Yes,0,Yes,Mailed check,25.2,No
6061-PQHMK,Female,No,0,Yes,Credit card (automatic),19.9,No
9885-CSMWE,Female,No,1,Yes,Electronic check,78.45,Yes
6137-MFAJN,Female,No,0,No,Electronic check,44.8,No
9122-UMROB,Male,No,0,Yes,Mailed check,20.3,No
4232-JGKIY,Male,No,0,Yes,Electronic check,19.2,No
2402-TAIRZ,Female,No,0,Yes,Electronic check,80.05,No
9659-ZTWSM,Male,Yes,1,Yes,Bank transfer (automatic),107.35,No
9139-TWBAS,Female,Yes,0,No,Bank transfer (automatic),47.85,No
6685-GBWJZ,Male,Yes,0,Yes,Credit card (automatic),70.8,No
5016-ETTFF,Male,No,0,No,Mailed check,29.5,Yes
3866-MDTUB,Female,No,0,Yes,Electronic check,70.75,Yes
2195-VVRJF,Male,Yes,1,Yes,Credit card (automatic),59.1,No
3913-RDSJZ,Female,Yes,0,Yes,Mailed check,25.55,No
8058-JMEQO,Female,No,1,Yes,Electronic check,84.45,Yes
4203-QGNZA,Female,No,0,Yes,Mailed check,20.25,No
5043-TRZWM,Female,No,0,Yes,Electronic check,75.55,No
0697-ZMSWS,Male,No,0,Yes,Electronic check,85.65,Yes
7657-DYEPJ,Male,No,1,Yes,Credit card (automatic),70.15,Yes
9494-BDNNC,Male,Yes,0,Yes,Electronic check,95.3,No
1640-PLFMP,Female,No,0,Yes,Electronic check,70.25,No
5366-OBVMR,Female,Yes,0,Yes,Mailed check,50.3,No
8276-MQBYC,Male,No,1,Yes,Electronic check,97.8,Yes
7644-OMVMY,Male,Yes,0,Yes,Mailed check,19.85,No
7593-XFKDI,Male,No,0,Yes,Mailed check,46.3,Yes
4573-JKNAE,Male,No,0,Yes,Bank transfer (automatic),19.35,No
0337-CNPZE,Female,No,0,Yes,Electronic check,106.3,Yes
9817-APLHW,Male,No,0,Yes,Electronic check,25,No
8380-MQINP,Female,Yes,0,Yes,Mailed check,20.3,No
0840-DFEZH,Female,No,0,Yes,Electronic check,75.35,No
1513-XNPPH,Female,No,0,Yes,Electronic check,89.4,Yes
8690-ZVLCL,Female,Yes,0,Yes,Credit card (automatic),88,No
6015-VVHHE,Female,No,1,Yes,Credit card (automatic),83.15,Yes
1125-SNVCK,Female,No,1,Yes,Mailed check,43.8,No
0384-LPITE,Male,No,0,No,Credit card (automatic),62.05,No
4616-EWBNJ,Female,No,0,Yes,Bank transfer (automatic),20.1,No
6347-DCUIK,Male,No,0,Yes,Mailed check,74.15,Yes
1335-HQMKX,Female,Yes,0,Yes,Electronic check,101.35,No
2545-EBUPK,Female,No,1,Yes,Electronic check,84.05,No
6923-AQONU,Male,Yes,0,Yes,Mailed check,20.9,No
2172-EJXVF,Female,No,1,Yes,Electronic check,105.9,No
0897-FEGMU,Female,Yes,0,Yes,Electronic check,99.5,Yes
7663-RGWBC,Male,No,0,Yes,Mailed check,44.15,Yes
1120-BMWUB,Female,No,0,Yes,Mailed check,53.9,Yes
9124-LHCJQ,Female,No,0,Yes,Mailed check,85.45,Yes
4536-PLEQY,Male,Yes,0,Yes,Credit card (automatic),85.05,No
7029-IJEJK,Female,No,0,No,Bank transfer (automatic),44.1,No
8871-JLMHM,Female,Yes,0,Yes,Credit card (automatic),90.2,No
2235-ZGKPT,Female,Yes,0,Yes,Mailed check,50.85,Yes
3891-PUQOD,Female,No,0,Yes,Electronic check,59.2,Yes
5447-VYTKW,Male,No,0,Yes,Mailed check,53.45,No
3623-FQBOX,Male,No,0,Yes,Mailed check,19.95,No
0689-NKYLF,Male,No,0,Yes,Electronic check,83.2,Yes
8659-HDIYE,Female,No,1,Yes,Credit card (automatic),74.65,No
3658-KIBGF,Female,No,0,Yes,Electronic check,54.9,Yes
3474-BAFSJ,Male,Yes,0,No,Bank transfer (automatic),57.5,No
5519-YLDGW,Female,Yes,0,Yes,Electronic check,103.9,Yes
3865-ZFZIB,Male,No,0,Yes,Mailed check,19.65,No
1855-AGAWH,Male,Yes,0,Yes,Electronic check,93.8,No
7109-CQYUZ,Male,No,0,Yes,Mailed check,89.25,No
1370-GGAWX,Female,No,0,Yes,Electronic check,94.15,No
4680-KUTAJ,Female,No,1,Yes,Electronic check,55.6,No
5307-UVGNB,Female,Yes,0,No,Bank transfer (automatic),48.7,No
4946-EDSEW,Female,Yes,0,Yes,Mailed check,19.25,Yes
2883-ILGWO,Male,No,1,Yes,Bank transfer (automatic),104.9,No
2516-VQRRV,Female,No,1,Yes,Mailed check,75.45,Yes
7580-UGXNC,Female,No,1,Yes,Mailed check,54.85,Yes
3642-BYHDO,Female,Yes,0,Yes,Bank transfer (automatic),19.9,No
9629-NHXFW,Female,Yes,0,Yes,Mailed check,19.4,No
2696-RZVZW,Male,Yes,0,Yes,Credit card (automatic),25.05,No
5766-FTRTS,Male,Yes,0,Yes,Mailed check,84.45,No
0396-HUJBP,Female,No,0,Yes,Mailed check,19.3,No
5178-LMXOP,Male,Yes,1,Yes,Electronic check,95.1,Yes
8879-ZKJOF,Female,No,0,Yes,Bank transfer (automatic),79.85,No
6285-FTQBF,Male,Yes,0,Yes,Credit card (automatic),25.55,No
8185-UPYBR,Male,Yes,0,Yes,Electronic check,75.5,Yes
4585-HETAI,Female,Yes,0,Yes,Electronic check,73.75,Yes
7526-BEZQB,Male,No,0,Yes,Electronic check,96.05,Yes
1474-JUWSM,Female,Yes,0,Yes,Electronic check,68.4,No
3530-CRZSB,Female,No,0,Yes,Mailed check,20.65,No
8498-XXGWA,Female,Yes,0,Yes,Mailed check,55.15,No
9617-INGJY,Male,No,0,Yes,Mailed check,70.6,No
0621-TSSMU,Male,Yes,0,Yes,Credit card (automatic),19.95,No
7234-KMNRQ,Male,No,0,Yes,Mailed check,19,No
7636-PEPNS,Female,Yes,0,Yes,Mailed check,44.1,No
4683-WYDOU,Male,Yes,0,Yes,Bank transfer (automatic),107.6,No
9052-DHNKM,Male,No,0,Yes,Electronic check,61.55,No
6794-HKIAJ,Male,No,0,Yes,Bank transfer (automatic),90.7,No
5578-NKCXI,Female,Yes,0,Yes,Credit card (automatic),99.25,No
1642-HMARX,Female,Yes,0,Yes,Electronic check,91.7,No
3096-WPXBT,Female,Yes,0,Yes,Credit card (automatic),100.7,No
8434-PNQZX,Female,No,0,Yes,Credit card (automatic),78.45,No
5950-AAAGJ,Male,No,0,Yes,Bank transfer (automatic),84.3,No
4299-OPXEJ,Female,No,0,Yes,Bank transfer (automatic),19.55,No
4951-UKAAQ,Female,No,0,Yes,Electronic check,88.95,Yes
9618-LFJRU,Female,No,0,Yes,Credit card (automatic),20.45,No
6693-DJWTY,Female,No,0,Yes,Credit card (automatic),55.6,No
0744-GKNGE,Female,Yes,0,Yes,Bank transfer (automatic),86.8,No
6447-EGDIV,Female,No,0,Yes,Mailed check,20.95,No
1167-OYZJF,Female,Yes,1,Yes,Bank transfer (automatic),20.05,No
2108-YKQTY,Female,No,0,Yes,Credit card (automatic),50.7,Yes
4806-DXQCE,Female,Yes,1,Yes,Electronic check,113.65,No
4918-QLLIW,Male,No,0,Yes,Credit card (automatic),53.4,Yes
7056-IMHCC,Male,Yes,1,Yes,Electronic check,101.9,Yes
4854-SSLTN,Male,Yes,0,Yes,Mailed check,59.5,No
5294-DMSFH,Female,Yes,0,Yes,Credit card (automatic),87.8,No
4837-PZTIC,Female,No,0,No,Mailed check,41.9,No
1625-JAIIY,Female,Yes,0,Yes,Electronic check,83,Yes
0603-OLQDC,Male,No,0,Yes,Mailed check,69.85,No
3272-VUHPV,Female,Yes,0,Yes,Bank transfer (automatic),56.3,No
4176-FXYBO,Male,Yes,0,Yes,Electronic check,109.55,No
1063-DHQJF,Male,Yes,0,Yes,Mailed check,92.15,No
8663-UPDGF,Female,No,0,Yes,Bank transfer (automatic),69.5,No
6719-FGEDO,Female,Yes,0,Yes,Bank transfer (automatic),97,No
1837-YQUCE,Female,No,0,No,Bank transfer (automatic),58.35,No
2947-DOMLJ,Male,No,0,Yes,Mailed check,50.6,Yes
4112-LUEIZ,Male,No,0,Yes,Electronic check,89.5,Yes
0369-ZGOVK,Female,Yes,0,Yes,Bank transfer (automatic),70.4,No
4510-HIMLV,Male,No,0,Yes,Electronic check,69.8,Yes
9919-KNPOO,Female,Yes,0,Yes,Electronic check,94.3,No
8749-JMNKX,Male,Yes,1,Yes,Bank transfer (automatic),93.8,Yes
7872-BAAZR,Female,Yes,0,Yes,Bank transfer (automatic),19.55,No
9391-LMANN,Male,No,0,Yes,Electronic check,95.95,No
2430-USGXP,Male,Yes,0,Yes,Electronic check,101.05,Yes
8174-TBVCF,Female,Yes,0,Yes,Credit card (automatic),94.8,No
1698-XFZCI,Male,No,0,Yes,Electronic check,107.75,No
1877-HKBQX,Female,No,0,Yes,Mailed check,54.6,No
4450-DLLMH,Male,No,0,Yes,Credit card (automatic),71.3,No
0428-AXXLJ,Male,No,0,Yes,Bank transfer (automatic),19.5,No
2746-DIJLO,Female,No,0,Yes,Credit card (automatic),56.3,No
5955-ERIHD,Male,Yes,0,Yes,Electronic check,94.7,Yes
0917-EZOLA,Male,Yes,1,Yes,Bank transfer (automatic),104.15,Yes
3508-VLHCZ,Female,Yes,0,Yes,Credit card (automatic),90.55,No
4086-ATNFV,Female,Yes,0,Yes,Mailed check,60.8,No
0468-YRPXN,Male,No,0,Yes,Credit card (automatic),98.8,No
5996-NRVXR,Male,Yes,1,Yes,Credit card (automatic),98.15,No
3739-YBWAB,Male,Yes,0,No,Mailed check,35.35,No
7047-FWEYA,Female,Yes,0,Yes,Electronic check,103.15,No
2000-MPKCA,Female,No,0,Yes,Electronic check,107.75,No
9762-YAQAA,Male,No,0,Yes,Credit card (automatic),81.4,No
5949-EBSQK,Male,Yes,0,Yes,Credit card (automatic),61.45,Yes
5473-KHBPS,Female,Yes,0,Yes,Credit card (automatic),95.7,No
0100-DUVFC,Male,Yes,1,Yes,Electronic check,104.8,No
5397-TUPSH,Male,Yes,1,Yes,Bank transfer (automatic),70.95,No
8950-MTZNV,Male,No,0,Yes,Mailed check,44.95,No
0326-VDYXE,Female,Yes,0,Yes,Electronic check,97.65,No
6773-LQTVT,Female,Yes,1,No,Mailed check,35.65,No
7274-RTAPZ,Male,No,0,Yes,Electronic check,90.55,Yes
0436-TWFFZ,Female,No,0,Yes,Mailed check,85.25,No
8566-YPRGL,Female,No,0,Yes,Mailed check,19.5,No
0311-UNPFF,Female,No,0,Yes,Bank transfer (automatic),88.8,Yes
6609-MXJHJ,Female,Yes,0,Yes,Mailed check,25.1,No
2669-OIDSD,Female,Yes,0,Yes,Credit card (automatic),100.05,No
8400-WZICQ,Female,Yes,0,Yes,Electronic check,55.7,No
3834-XUIFC,Male,No,0,Yes,Mailed check,85.2,Yes
9576-SYUHJ,Male,No,0,Yes,Electronic check,91.15,No
0410-IPFTY,Female,Yes,0,Yes,Bank transfer (automatic),83.85,No
2831-EBWRN,Male,No,0,Yes,Electronic check,45.9,No
9430-NKQLY,Male,Yes,0,Yes,Credit card (automatic),25.1,No
8414-MYSHR,Male,No,1,Yes,Electronic check,91.4,Yes
0247-SLUJI,Male,Yes,0,Yes,Mailed check,19.7,No
9402-ORRAH,Female,No,1,Yes,Electronic check,91.5,No
6483-OATDN,Male,Yes,0,Yes,Credit card (automatic),51.3,No
1293-HHSHJ,Female,No,0,Yes,Mailed check,21.1,No
4840-ORQXB,Female,No,1,Yes,Electronic check,104.75,No
7599-FKVXZ,Male,Yes,0,Yes,Bank transfer (automatic),106.15,Yes
3982-DQLUS,Male,Yes,1,Yes,Electronic check,85.75,No
8610-ZIKJJ,Female,Yes,0,Yes,Mailed check,20.3,No
3756-VNWDH,Male,Yes,1,Yes,Electronic check,100.75,No
7801-KICAO,Female,No,0,Yes,Electronic check,74.15,No
7673-LPRNY,Female,No,0,Yes,Electronic check,78.55,No
8229-TNIQA,Female,No,0,Yes,Mailed check,45.3,Yes
6060-QBMGV,Male,Yes,0,Yes,Credit card (automatic),19.85,No
7339-POGZN,Female,No,0,Yes,Electronic check,50.7,No
2828-SLQPF,Male,No,0,Yes,Bank transfer (automatic),45,No
4465-VDKIQ,Female,No,0,Yes,Electronic check,77.8,No
2921-XWDJH,Female,Yes,1,Yes,Electronic check,83.45,No
6221-AVQYL,Male,No,0,Yes,Credit card (automatic),73.25,Yes
2558-BUOZZ,Male,No,0,Yes,Bank transfer (automatic),94.8,No
9257-AZMTZ,Female,Yes,0,Yes,Bank transfer (automatic),20.1,No
0003-MKNFE,Male,No,0,Yes,Mailed check,59.9,No
0975-UYDTX,Female,Yes,0,Yes,Credit card (automatic),90.1,No
7743-EXURX,Male,Yes,0,Yes,Electronic check,51.05,Yes
4682-BLBUC,Male,Yes,0,Yes,Electronic check,70.95,No
0975-VOOVL,Female,No,0,No,Mailed check,29.2,No
5968-VXZLG,Male,No,0,Yes,Bank transfer (automatic),46.6,No
5569-KGJHX,Female,Yes,0,Yes,Bank transfer (automatic),85.35,Yes
4988-IQIGL,Male,No,1,Yes,Electronic check,75.35,Yes
5201-FRKKS,Male,No,0,Yes,Bank transfer (automatic),74.3,No
9799-CAYJJ,Female,Yes,1,Yes,Electronic check,69.3,No
7730-IUTDZ,Male,No,0,Yes,Electronic check,75.2,Yes
0426-TIRNE,Female,No,0,Yes,Mailed check,20.9,Yes
5443-SCMKX,Female,Yes,0,Yes,Electronic check,94.3,No
8295-KMENE,Female,Yes,0,Yes,Mailed check,76.45,No
6738-ISCBM,Male,No,0,No,Electronic check,54,No
9821-BESNZ,Male,No,0,Yes,Electronic check,104.25,No
3678-MNGZX,Male,Yes,0,Yes,Bank transfer (automatic),19.95,No
1335-NTIUC,Male,No,0,No,Electronic check,24.95,No
2916-BQZLN,Male,No,0,Yes,Electronic check,84.75,No
4558-CGYCZ,Male,No,0,Yes,Mailed check,19.75,No
2368-GAKKQ,Female,No,0,Yes,Bank transfer (automatic),113.65,No
8710-YGLWG,Male,No,0,Yes,Mailed check,44.9,No
3199-XGZCY,Female,No,0,Yes,Electronic check,75.25,No
3785-KTYSH,Male,No,0,Yes,Mailed check,24.6,No
6814-ZPWFQ,Male,No,1,Yes,Bank transfer (automatic),25,No
4063-EIKNQ,Male,Yes,0,Yes,Bank transfer (automatic),20.95,No
6993-YCOBK,Male,Yes,0,Yes,Electronic check,110.6,No
5206-HPJKM,Male,No,0,Yes,Credit card (automatic),55.5,No
7587-RZNME,Male,No,0,Yes,Electronic check,43.3,Yes
0748-RDGGM,Male,Yes,0,Yes,Bank transfer (automatic),109.5,Yes
8393-JMVMB,Male,No,0,Yes,Mailed check,19.45,No
5019-GQVCR,Male,No,1,Yes,Electronic check,84.85,No
6036-TTFYU,Female,Yes,0,Yes,Mailed check,19.6,No
2550-AEVRU,Female,Yes,0,Yes,Electronic check,53.45,No
0969-RGKCU,Male,Yes,0,Yes,Credit card (automatic),19.8,No
0378-CJKPV,Female,Yes,0,Yes,Credit card (automatic),112.1,No
4706-AXVKM,Female,No,1,Yes,Credit card (automatic),84.8,Yes
5889-JTMUL,Female,Yes,1,Yes,Electronic check,95.05,Yes
9026-RNUJS,Male,No,1,Yes,Electronic check,50.35,Yes
3746-EUBYR,Male,Yes,0,Yes,Bank transfer (automatic),74.6,Yes
2332-EFBJY,Male,No,0,Yes,Mailed check,19.7,Yes
2880-FPNAE,Male,Yes,1,Yes,Electronic check,74.2,No
1703-MGIAB,Female,No,0,Yes,Mailed check,69,No
4311-QTTAI,Female,No,0,Yes,Credit card (automatic),19.35,No
9474-PHLYD,Female,No,0,Yes,Electronic check,59.45,Yes
4318-RAJVY,Female,No,0,Yes,Mailed check,19.8,No
2165-VOEGB,Female,No,0,Yes,Bank transfer (automatic),105.2,Yes
3612-YUNGG,Male,Yes,0,Yes,Credit card (automatic),109.2,No
2254-DLXRI,Female,No,0,Yes,Mailed check,79.15,No
5062-CJJKH,Male,Yes,0,Yes,Mailed check,53.65,No
9028-LIHRP,Male,Yes,0,Yes,Credit card (automatic),100.2,No
2219-MVUSO,Male,No,0,Yes,Mailed check,45.15,Yes
1053-MXTTK,Female,Yes,0,Yes,Bank transfer (automatic),108.65,No
1530-ZTDOZ,Female,Yes,0,No,Bank transfer (automatic),40.65,No
1301-LOPVR,Male,Yes,0,No,Credit card (automatic),55.35,No
0853-TWRVK,Male,Yes,0,Yes,Bank transfer (automatic),105.6,No
8914-RBTSB,Male,Yes,0,Yes,Electronic check,93.8,Yes
6212-ATMLK,Female,No,0,Yes,Electronic check,95.7,No
8200-LGKSR,Male,Yes,0,Yes,Electronic check,83.2,No
1568-BEKZM,Male,Yes,1,Yes,Credit card (automatic),90.05,No
0670-ANMUU,Male,No,0,Yes,Credit card (automatic),97.65,No
6897-RWMUB,Male,Yes,0,Yes,Bank transfer (automatic),68.05,No
0963-ZBDRN,Male,No,0,Yes,Electronic check,96.2,Yes
7594-RQHXR,Female,No,0,Yes,Electronic check,79.6,Yes
6999-CHVCF,Male,No,0,Yes,Bank transfer (automatic),102.1,No
6134-KWTBV,Male,No,0,Yes,Bank transfer (automatic),23.4,No
1077-HUUJM,Female,No,0,Yes,Electronic check,71.05,No
6331-EWIEB,Male,No,0,Yes,Electronic check,85.25,Yes
0895-LNKRC,Male,Yes,0,Yes,Mailed check,19.45,No
2045-BMBTJ,Female,No,1,No,Bank transfer (automatic),59.45,No
8417-GSODA,Male,Yes,0,Yes,Bank transfer (automatic),92.2,No
5171-EPLKN,Male,No,0,Yes,Credit card (automatic),19.85,No
4452-QIIEB,Male,No,0,Yes,Mailed check,43.9,No
5998-VVEJY,Male,No,0,Yes,Electronic check,80.5,Yes
1624-NALOJ,Male,No,1,Yes,Electronic check,89.8,Yes
6741-EGCBI,Male,No,1,Yes,Credit card (automatic),90.5,No
7820-ZYGNY,Male,No,0,Yes,Credit card (automatic),90.45,No
4317-VTEOA,Male,No,0,Yes,Electronic check,50.75,Yes
9677-AVKED,Female,No,0,Yes,Electronic check,84.6,No
1670-SVOWZ,Female,Yes,0,Yes,Credit card (automatic),89.65,Yes
2227-JRSJX,Female,No,0,Yes,Bank transfer (automatic),99.15,No
9847-HNVGP,Male,No,0,Yes,Mailed check,19.95,No
6696-YDAYZ,Male,Yes,0,Yes,Mailed check,20.5,No
8980-WQFWL,Female,No,0,Yes,Electronic check,62.1,No
1730-ZMAME,Female,No,1,Yes,Electronic check,79.5,No
6506-EYCNH,Female,Yes,0,Yes,Bank transfer (automatic),19.55,No
4634-JLRJT,Female,No,0,Yes,Mailed check,20.35,No
9501-UKKNL,Male,No,0,No,Electronic check,51.7,No
2560-QTSBS,Female,Yes,0,Yes,Bank transfer (automatic),23.3,No
7541-YLXCL,Male,No,0,Yes,Mailed check,65.4,Yes
4795-WRNVT,Female,No,0,Yes,Mailed check,65.1,No
6080-TCMYC,Male,Yes,0,Yes,Electronic check,81.2,No
0260-ZDLGK,Female,No,0,Yes,Mailed check,72.9,Yes
7860-UXCRM,Male,Yes,0,Yes,Credit card (automatic),74.5,No
6357-JJPQT,Female,No,0,Yes,Electronic check,80.5,No
2292-XQWSV,Male,Yes,0,No,Mailed check,60.3,No
9552-TGUZV,Male,Yes,0,Yes,Mailed check,75,No
5913-INRQV,Male,Yes,1,Yes,Mailed check,90.15,No
8722-NGNBH,Male,No,0,No,Mailed check,40,Yes
6210-KBBPI,Male,No,1,Yes,Credit card (automatic),99.45,Yes
9643-YBLUR,Male,Yes,0,Yes,Credit card (automatic),69.05,No
8734-FNWVH,Male,Yes,0,Yes,Bank transfer (automatic),59.7,No
9447-YPTBX,Female,Yes,0,Yes,Bank transfer (automatic),19.85,No
0133-BMFZO,Female,No,0,Yes,Electronic check,86.25,Yes
6128-CZOMY,Female,No,0,Yes,Electronic check,45.65,Yes
9540-JYROE,Male,No,0,Yes,Mailed check,70.1,Yes
9026-LHEVG,Female,No,0,No,Electronic check,40.75,No
2260-USTRB,Female,No,1,Yes,Bank transfer (automatic),70.2,Yes
3656-TKRVZ,Female,No,0,Yes,Electronic check,55.35,Yes
7011-CVEUC,Male,Yes,0,Yes,Credit card (automatic),95.7,No
6185-TASNN,Male,No,1,Yes,Electronic check,46.3,No
7925-PNRGI,Female,Yes,0,Yes,Mailed check,81.3,No
8623-TMRBY,Male,Yes,1,Yes,Electronic check,84.2,Yes
